,1,2,3,4,5,6
0,0.6791604799427318,0.11901467972311619,0.20026799521187988,0.0015568451222721883,0.0,0.0
1,0.0,0.0,0.5100442895130775,0.22147225861576722,0.2684834518711554,0.0
2,0.7409580321409897,0.12753842234425242,0.12595913660816577,0.005544408906592187,0.0,0.0
3,0.0,0.04658942225891514,0.0,0.0,0.0,0.9534105777410848
4,0.0,0.0,0.9926752142216358,0.007324785778364105,0.0,0.0
5,0.0,0.04777287592827864,0.19391438371336925,0.05792914680892284,0.05047823101325989,0.6499053625361694
6,0.0,0.041057271258328636,0.0,0.0,0.08147300061252118,0.8774697281291503
7,0.0,0.031339964547505685,0.0,0.0,0.08604423855447416,0.88261579689802
8,0.9761230400428321,0.0009930685987125307,0.0007613803157573432,0.012367629246775485,0.00975488179592248,0.0
9,0.9529484440780162,0.0007925408404510659,0.0,0.014448159576953654,0.004202460243516248,0.02760839526106281
10,0.6899908646007799,0.05087856379725777,0.023648546614809612,0.00759224703768786,0.010608376039653134,0.21728140190981168
11,0.0,0.4366265606244129,0.5586226462664774,0.004750793109109593,0.0,0.0
12,0.0,0.0480090568281902,0.0,0.011368983533289526,0.0,0.9406219596385204
13,0.0,0.0400646894326332,0.0,0.0,0.0,0.9599353105673668
14,0.0,0.39409733858425905,0.5775603919269096,0.028342269488831312,0.0,0.0
15,0.9506953367616326,0.012885909460075687,0.03273656079190141,0.0036821929863901756,0.0,0.0
16,0.8003842348711964,0.05241404411839947,0.14394578961374635,0.0032559313966578707,0.0,0.0
17,0.0,0.0,0.0,0.020599557295896236,0.0,0.9794004427041038
18,0.0,0.03911384413973564,0.9145876030936595,0.04629855276660486,0.0,0.0
19,0.0,0.4751809510674568,0.49639670165651545,0.028422347276027878,0.0,0.0
20,0.0,0.3300395985040591,0.6375649373971689,0.03239546409877202,0.0,0.0
21,0.7112235060913341,0.0603164742613625,0.2194948097235771,0.008965209923726285,0.0,0.0
22,0.0,0.5104883938773188,0.46222322292020407,0.027288383202477052,0.0,0.0
23,0.9907618197613484,0.0026377357246158578,0.0004993054080980153,0.0028099827270007035,0.0032911563789369946,0.0
24,0.9540408957896453,0.0008014576708045044,0.0,0.014172670529134295,0.004041391522448432,0.026943584487967544
25,0.0,0.0,0.0,0.0,0.09729106842382827,0.9027089315761717
